index,3314,3447,4078,5516,6124,8782,9522,11862,13172,13252,14248,14587,14598,Average_1,Average_2,Average_3,Average_4,Average_5,Average_6,Average_7,Average_8,Average_9
IMonth,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
OccuNum,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AccomType,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette,Flat_Maisonette
DiaryDay_Act,Saturday,Saturday,Saturday,Saturday,Saturday,Saturday,Saturday,Saturday,Saturday,Saturday,Saturday,Saturday,Saturday,Saturday,Saturday,Saturday,Saturday,Saturday,Saturday,Saturday,Saturday,Saturday
00:00:00,1,1,1,1,1,1,1,1,1,1,0,1,1,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
00:10:00,1,1,1,1,1,1,1,1,1,1,0,1,1,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
00:20:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
00:30:00,1,1,1,1,1,1,1,1,1,1,0,1,1,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
00:40:00,1,1,1,1,1,1,1,1,1,1,0,1,1,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
00:50:00,1,1,1,1,1,1,1,1,1,1,0,1,1,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
01:00:00,1,1,1,1,1,1,1,1,1,1,0,1,1,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
01:10:00,1,1,1,1,1,1,1,1,1,1,0,1,1,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
01:20:00,1,1,1,1,1,1,1,1,1,1,0,1,1,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
01:30:00,1,1,1,1,1,1,1,1,1,1,0,1,0,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461
01:40:00,1,1,1,1,1,1,1,1,1,1,0,1,0,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461
01:50:00,1,1,1,1,1,1,1,1,1,1,0,1,1,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
